"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75"
"24",389.312918722341,334.21168400482,284.268599676194,221.212527038987,192.280907458381,241.627383124022,298.259023849165,337.801146989769,305.602609472241,279.2434435967,236.919055151201,213.133816925112,199.033397122114,250.611881402438,200.343443388603,159.922491273656,106.670373746173,133.837352395491,146.232730615869,135.03935315945,76.0382577649037,98.8641220125192,74.6891285096953,0,87.5985377028812,94.0379853194365,162.358919212354,68.0727373064999,58.2354208352521,122.646992926251,99.7391442368281,101.206984833324,90.7224064586483,158.453485925413,232.268282005234,338.645047380393,178.6913983955,222.705808202291,209.938397162613,252.828319319852,177.31257055057,233.900560509876,237.72122592783,288.065726716598,124.184629953417,196.28006184713,266.145101447231,233.509549075664,140.695015433392,176.624022623353,222.663990037815,186.634019615596,268.981997858044,251.596223415121,290.5545429464,332.33834673792,324.765844917714,372.63524078982,379.440999474295,325.938389182232,365.561245763241,421.713691077024,298.328030687834,384.464458306844,393.582483054989,348.738972148569,321.891815154978,355.887941787086,434.773864566369,139.759190235794,138.787508979341,369.213629603418,199.705878608342,272.65671756725,190.276985743768
"25",474.99098706679,417.912755673117,370.873507176283,307.831494100056,279.735884387714,325.231299939172,379.701878728197,416.963461024336,383.117178622203,352.389921620932,312.749437980467,281.343281140688,260.000049415266,307.96279860002,241.18387068191,207.359238158014,156.567868428082,215.984126625121,233.775435967742,219.565298841068,163.560795595274,166.028365045458,104.22591418166,87.5985377028812,0,44.516002130334,80.2012351930648,139.570059127813,94.4378266529063,143.108919582329,103.341195078461,68.9235251123818,35.7678776321666,131.328366810451,203.315853439647,297.68845189846,119.770675153339,161.364550220983,127.129916916745,165.635880890109,89.9449777822714,154.761562896433,150.693964966039,203.810533664409,85.9113594052893,143.45719764778,209.302506681072,167.254367663573,161.218079948819,179.983041492975,205.480438885071,157.513164306648,241.497841765815,207.939739176826,246.235773040114,300.38263797608,279.675758481858,332.728635903774,327.934776428515,262.573504397881,305.58084474674,361.384147405959,224.212976727607,316.32398744367,317.091819149698,272.420850002463,241.688899602767,273.439217312996,351.756324795822,203.658118991148,211.800798741074,451.488166072244,282.064416370113,352.256429639952,119.376566332152
"26",480.832639248736,427.376219871312,374.749041970384,312.018161231442,280.745502329426,335.030600942548,392.158200253282,431.838279948244,399.522536301282,372.220963123633,330.470117126893,304.080178579172,286.392697485319,336.429484815885,275.212446816649,238.596175385078,185.546819846337,227.840866870819,234.628042810517,210.247519080257,163.727798377005,145.237331559787,75.2098379738874,94.0379853194365,44.516002130334,0,74.7521814784337,158.385259866713,123.462957980457,180.470633806699,142.553166112929,112.336312661543,79.8052945981653,175.690817614488,247.80968019878,340.938622890315,161.859594440388,201.691702657403,154.641624934715,180.784850096949,108.222729527573,141.30235167294,155.441806426678,198.602382189432,42.1530318366779,107.293410942693,176.270358493778,140.100723943658,121.667295689201,136.427990953168,161.223561600404,114.10312063819,198.741250378065,168.999991516962,207.94688546892,258.929289665995,241.941162515359,293.579747460038,293.10044504126,233.88781612369,274.982288829321,331.201917442286,204.299783321245,291.236269821196,299.635000727873,254.817596946251,229.058935086995,264.137332231231,343.099892053106,227.920778867138,231.052476480754,462.868265599529,293.567434630805,366.694343215209,96.2573616346604
"27",551.663471128904,496.110175785034,446.361479972082,383.359193453467,353.292033579349,403.407799556084,458.842712798794,496.712174383687,463.090686097841,432.591128478449,392.828540270674,361.422730838683,339.41294436778,386.446459459352,316.461183266373,285.015961439578,235.725406661608,294.567565551352,307.069983788395,284.888929864339,235.991546935068,219.164598631523,147.915656227657,162.358919212354,80.2012351930648,74.7521814784337,0,219.45817440023,174.23868758268,216.687132262567,176.082987994191,135.068663109517,105.243931359881,183.939636511816,244.178466855402,319.71514641507,145.41223929897,173.946601673775,102.945465190504,111.369453962014,52.1868948621561,74.6995105992557,81.1385309529028,125.734097096124,82.3362789168224,92.3820215631435,144.341522475901,96.3992593860308,180.208873715743,179.871006686983,181.051268153731,130.575289357063,202.330117183135,156.306023822576,190.442670658846,252.479817119921,221.118167900751,276.294264438562,262.157136911597,189.630344186745,234.019415577793,288.60471454216,145.366898438131,239.468190232463,237.093727522199,192.547163850847,161.540420704751,193.999813635154,272.699797993866,283.673411855404,291.921988947646,530.387591087148,360.743138600518,431.856214534443,49.3495253279276
"28",339.758997149271,280.199667840236,239.180258308215,177.499463316848,156.381303680995,188.047606119913,240.643853218066,277.396153721411,243.633258018298,214.210627236205,173.481997229271,145.864792757002,130.988976208633,182.690961381073,138.232846137598,96.6661831705739,48.6168238587338,79.4090284369431,115.491131700773,131.729382687409,68.6021592809722,135.671617659765,138.982732933274,68.0727373064999,139.570059127813,158.385259866713,219.45817440023,0,53.2503244873211,86.3259852837013,88.7109282025356,116.85741945865,125.834925724261,150.715640401063,214.842833125476,323.685221678494,192.054614768753,233.038009240198,244.057280699475,295.046735255671,222.655053717768,293.486207361193,287.880463475648,343.181110516938,191.682212721163,263.3906851662,333.199685843609,298.44626604981,200.984449332284,240.087127087606,289.113647093386,254.572072765668,336.300367652154,319.635761960436,358.615171260043,399.811007858505,392.831747106931,440.587999035977,447.328517969419,392.095066030886,432.485760411854,488.701022827603,360.908053640265,449.571363355721,455.22170037923,410.380563153918,380.966942541088,413.008044438376,491.254728880981,71.721672303064,72.9258467455427,312.642710226274,144.157655729869,212.757646921752,253.323204476423
"29",392.480923408475,332.074082281728,292.417596970793,230.717997560769,208.688474521359,240.436843773354,291.380998248268,326.355415926874,291.650649794684,259.154854525658,220.932202226361,187.28806706832,165.606889175606,214.160072953489,152.256153780984,115.146088735108,62.5941888924567,132.488433016265,166.139606816193,172.860235291501,107.523222237273,154.003437338893,130.373929748212,58.2354208352521,94.4378266529063,123.462957980457,174.23868758268,53.2503244873211,0,65.0514049438314,44.116633872119,63.8272589877555,74.3703018457669,106.64409462496,177.694940570546,285.714380550188,140.60074235265,182.815636673782,190.90291901102,242.684122210556,171.606340700363,248.934838593953,237.818607605958,295.031285997398,162.465576567657,230.743923290376,299.358421698607,260.185527701394,197.411913332489,230.972256159715,272.516888839825,231.559067064967,316.060909544166,291.684838085091,330.789522883838,378.362081484907,364.928322499608,415.587012868566,416.562747832805,355.269328139241,397.408641152439,453.51599712641,318.646083318605,410.279266318186,411.328493536527,366.732741512794,335.196789816239,365.653480210786,443.187084596871,109.491119045986,120.339182606037,363.495110719208,196.368558312383,262.505960254012,213.034548782401
"30",392.956296222928,328.483654003832,301.814153874797,245.022830526384,231.658372042325,242.507100623193,284.109543676612,312.365310569626,276.170821797881,237.996535508285,207.32491255822,164.358678632789,134.706412221228,174.727725348877,99.9455072789487,73.8930430415514,48.2554089787379,147.220223941642,196.316723381808,218.005754346633,154.571861984516,214.162103200601,195.417986692917,122.646992926251,143.108919582329,180.470633806699,216.687132262567,86.3259852837013,65.0514049438314,0,40.6061449301083,82.6365486381763,111.688808730296,76.4724158688734,130.044455388381,238.415423224384,132.428628901353,165.900553995803,202.434663479951,260.241179831598,199.313279677607,289.748799446984,266.027817165706,327.138391057848,221.649422807559,285.968630516605,352.410017564069,309.497319483203,262.460035546031,295.688421282257,335.501587950714,292.55078607157,377.467538781608,349.299570105279,388.078547445166,438.861934433384,421.869528689833,474.008935563784,471.01034540799,404.650278238789,448.161542580005,503.692677855535,361.629596150358,456.152951115548,450.369882269788,406.761151604899,371.83210400141,398.365079248377,473.135346845049,94.5834305233432,118.46624789092,354.81265916217,199.737502839686,252.973320509139,261.166353244475
"31",418.492697305937,355.631683887867,322.518045353631,262.704959492576,244.311564181834,266.438167543888,312.641793230576,343.838825205749,308.036399781131,271.744712225116,237.891012236894,198.010344296146,170.68455892346,213.551020805708,140.459836049894,111.742212473569,71.5665525732902,163.15948404639,204.201279795638,215.697928185813,150.311665943797,197.453105562189,167.000007545275,99.7391442368281,103.341195078461,142.553166112929,176.082987994191,88.7109282025356,44.116633872119,40.6061449301083,0,42.7268752282519,71.1269110082404,63.1538382306705,133.644288775149,241.602486805791,105.485667322217,144.851136331501,167.949281200803,224.253329823129,160.239119929928,249.261794711571,227.255273364463,287.805168057262,184.347968618005,246.684260181539,312.457963127,269.08766325655,234.061850517025,264.259198043805,300.572177704306,255.942663468054,340.867061349739,310.645581504944,349.214613024113,401.477904892608,382.823836356451,435.466493742289,431.20780241543,364.173831481479,407.785569429441,463.238382792552,321.077490777918,415.54749447208,410.183858508418,366.440761565568,331.864867444561,359.064446863989,434.504463085097,123.063230388388,141.94513982404,384.300646727173,222.556704434221,282.259550248506,220.717642042572
"32",454.538784627137,392.964136917788,355.708482320213,294.329719929745,272.477231124419,302.262052892452,350.996903221714,383.745698544358,348.245618585153,312.947718721436,277.720689036076,239.412577527598,212.947801541736,256.276345306425,182.518569552001,154.445438203235,111.692132352871,195.57777417646,229.536078808659,231.783582666573,167.513950195632,198.938051588105,154.040127443773,101.206984833324,68.9235251123818,112.336312661543,135.068663109517,116.85741945865,63.8272589877555,82.6365486381763,42.7268752282519,0,33.3175825790255,64.9563623157983,139.608101834681,241.276395191329,78.6863849303692,122.267925389238,128.808702726624,183.333738894218,117.583059012204,207.331890842074,184.651075260232,245.080399204301,154.36291514961,211.047623693939,274.610092048273,229.671450055779,218.660292341569,243.517295655657,273.470394742942,226.214230555468,310.396092158976,276.155447507759,314.069306946521,369.207881799704,347.144944177689,400.754774352082,393.530269957505,324.255878383385,368.282930398373,423.339831558931,279.371415175477,374.330291367409,367.734418072272,324.145516676628,289.260531948473,316.339650789984,391.888421201798,163.15354243107,179.346975350024,422.973604028103,258.143346683621,321.185045555242,181.258230563044
"33",465.494070647023,405.925458191798,363.770469695552,301.25783179931,276.195302239362,313.881327548881,365.643631944393,400.69633678479,365.891375735332,332.70414660482,295.152703156807,260.066856990887,236.017631653292,281.841549972816,211.273337868895,180.1159481994,132.530068395571,205.025880203523,231.374364931581,225.657875933079,164.357113119879,182.615666037279,129.424956730646,90.7224064586483,35.7678776321666,79.8052945981653,105.243931359881,125.834925724261,74.3703018457669,111.688808730296,71.1269110082404,33.3175825790255,0,95.9351990998793,168.941775960701,266.399812797103,92.6798579281452,136.311266812402,120.921656625977,169.328132575928,97.242403669268,179.1215633776,163.555112986722,221.612757645146,121.574574075304,177.893674780948,242.136454587419,198.067711592375,191.305656783886,213.374931635218,241.013428080859,193.267705645567,277.246210822801,242.891831848923,280.891075894188,335.89980435918,314.064250246524,367.542411014544,361.034118906232,293.076247827948,336.780374861447,392.153666723353,250.535292855604,344.599561337845,340.931170080864,296.793214205818,263.462618106648,292.587996870285,369.573536506993,182.459330888831,194.700860303453,437.750633595368,269.955563747799,336.871317400668,149.66378775565
